experiment,cR,cI,cD,cRA,cIA,cLambda,equilibrium_defenses,equilibrium_attacks,equilibrium_pairs,defender_value
B_attacker_costs,0.1,0.1,0.1,0.75,1.0,1.0,dR,A0,dR:A0,-0.1
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.0,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.05,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.1,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.15,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.2,dRID,AI,dRID:AI,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.25,dRID,AI,dRID:AI,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.3,dRID,AI,dRID:AI,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.35,dRID,AI,dRID:AI,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.4,dRID,AI,dRID:AI,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.45,dRI,AI,dRI:AI,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.5,dRI,AI,dRI:AI,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.55,dRI,AI,dRI:AI,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.6,dRI,AI,dRI:AI,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.65,dRI,AI,dRI:AI,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.7,dRI,AI,dRI:AI,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.75,dRI,AI,dRI:AI,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.8,dRI,AI,dRI:AI,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.85,dRI,AI,dRI:AI,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.9,dRI,AI,dRI:AI,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,0.95,dRI,AI,dRI:AI,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.0,1.0,dRI,AI,dRI:AI,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.0,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.05,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.1,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.15,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.2,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.25,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.3,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.35,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.4,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.45,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.5,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.55,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.6,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.65,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.7,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.75,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.8,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.85,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.9,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,0.95,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.05,1.0,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.0,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.05,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.1,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.15,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.2,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.25,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.3,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.35,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.4,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.45,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.5,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.55,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.6,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.65,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.7,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.75,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.8,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.85,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.9,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,0.95,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.1,1.0,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.0,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.05,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.1,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.15,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.2,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.25,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.3,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.35,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.4,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.45,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.5,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.55,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.6,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.65,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.7,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.75,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.8,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.85,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.9,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,0.95,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.15,1.0,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.0,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.05,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.1,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.15,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.2,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.25,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.3,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.35,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.4,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.45,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.5,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.55,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.6,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.65,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.7,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.75,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.8,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.85,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.9,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,0.95,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.2,1.0,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.0,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.05,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.1,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.15,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.2,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.25,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.3,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.35,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.4,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.45,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.5,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.55,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.6,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.65,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.7,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.75,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.8,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.85,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.9,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,0.95,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.25,1.0,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.0,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.05,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.1,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.15,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.2,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.25,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.3,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.35,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.4,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.45,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.5,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.55,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.6,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.65,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.7,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.75,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.8,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.85,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.9,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,0.95,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.3,1.0,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.0,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.05,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.1,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.15,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.2,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.25,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.3,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.35,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.4,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.45,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.5,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.55,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.6,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.65,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.7,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.75,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.8,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.85,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.9,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,0.95,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.35,1.0,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.0,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.05,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.1,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.15,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.2,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.25,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.3,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.35,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.4,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.45,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.5,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.55,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.6,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.65,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.7,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.75,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.8,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.85,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.9,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,0.95,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.4,1.0,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.0,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.05,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.1,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.15,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.2,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.25,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.3,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.35,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.4,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.45,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.5,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.55,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.6,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.65,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.7,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.75,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.8,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.85,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.9,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,0.95,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.45,1.0,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.0,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.05,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.1,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.15,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.2,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.25,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.3,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.35,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.4,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.45,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.5,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.55,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.6,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.65,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.7,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.75,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.8,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.85,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.9,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,0.95,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.5,1.0,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.0,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.05,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.1,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.15,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.2,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.25,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.3,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.35,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.4,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.45,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.5,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.55,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.6,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.65,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.7,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.75,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.8,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.85,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.9,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,0.95,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.55,1.0,dRI,A0,dRI:A0,-0.2
B_attacker_costs,0.1,0.1,0.1,0.8,0.6,0.0,d0,AD,d0:AD,-0.43377
B_attacker_costs,0.1,0.1,0.1,0.8,0.6,0.05,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.6,0.1,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.6,0.15,dRID,AD,dRID:AD,-0.49602
B_attacker_costs,0.1,0.1,0.1,0.8,0.6,0.2,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.6,0.25,dRID,A0,dRID:A0,-0.30000000000000004
B_attacker_costs,0.1,0.1,0.1,0.8,0.6,0.3,dRID,A0,dRID:A0,-0.30000000000000004
